Incident Id,Received,IncidentType,ProductType,NotifierType,OriginCountry,IncidentSource
I-006-711,04/12/23,Foreign Bodies,Soups / Broths / Sauces & Condiments,Industry,United Kingdom,Production Fault
I-006-712,04/12/23,Residues of Veterinary Medicinal Products,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Veterinary Medicine
I-006-713,04/12/23,Residues of Veterinary Medicinal Products,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Veterinary Medicine
I-006-714,29/11/23,Food Additives & Flavourings,Cereals & Bakery Products,RASFF,United States,Use of Unauthorised Ingredient
I-006-715,05/12/23,Heavy Metals,Dietetic Foods / Food Supplements / Fortified Foods,Public Analyst / Laboratory,Not Easily Identified,Metals - Other
I-006-717,05/12/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-718,05/12/23,Foreign Bodies,Dietetic Foods / Food Supplements / Fortified Foods,Local Authority,Netherlands,Production Fault
I-006-719,05/12/23,Labelling Absent / Incomplete / Incorrect,Meat & Meat Products (other than poultry),Local Authority,France,Unauthorised Premises/Process
I-006-720,06/12/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom,Veterinary Medicine
I-006-721,06/12/23,Heavy Metals,Meat & Meat Products (other than poultry),RASFF,United Kingdom,Metals - Other
I-006-722,06/12/23,Composition,Feed Materials,Local Authority,United Kingdom,Investigation Ongoing
I-006-723,05/12/23,Pathogenic Micro-Organisms,Fish & Fish Products,Port Health Authority (PHA),Northern Ireland,Unknown
I-006-724,06/11/23,Mycotoxins,Fruits & Vegetables,RASFF,,Microbiological Contamination
I-006-725,06/12/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Local Authority,United Kingdom,Investigation Ongoing
I-006-726,07/12/23,Food Additives & Flavourings,Cereals & Bakery Products,RASFF,Netherlands,Use of Unauthorised Ingredient
I-006-727,07/12/23,Foreign Bodies,Fruits & Vegetables,RASFF,Poland,Investigation Ongoing
I-006-728,07/12/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-729,07/12/23,Mycotoxins,Other Food Product / Mixed,Local Authority,India,Natural Chemical Contamination
I-006-730,07/12/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Other,Taiwan,Microbiological Contamination
I-006-731,07/12/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Unauthorised Premises/Process
I-006-732,13/12/23,Pesticide Residues,Fruits & Vegetables,RASFF,Egypt,Pesticides
I-006-733,08/12/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom,Microbiological Contamination
I-006-734,29/11/23,Pathogenic Micro-Organisms,Milk & Milk Products,Public Health England (PHE),United Kingdom,Microbiological Contamination
I-006-735,08/12/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Industry,United Kingdom,Microbiological Contamination
I-006-736,02/11/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Microbiological Contamination
I-006-737,08/12/23,Pathogenic Micro-Organisms,Prepared Dishes & Snacks,Industry,United Kingdom,Microbiological Contamination
I-006-738,08/12/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,United Kingdom,Labelling Packaging Error
I-006-739,08/12/23,Food Additives & Flavourings,Herbs & Spices,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-740,08/12/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom,Microbiological Contamination
I-006-741,08/12/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom,Microbiological Contamination
I-006-742,08/12/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom,Microbiological Contamination
I-006-743,11/12/23,Not Determined / Other,Honey & Royal Jelly,Other,,Use of Unauthorised Ingredient
I-006-744,08/12/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom,Microbiological Contamination
I-006-745,08/12/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,,Microbiological Contamination
I-006-746,08/12/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Local Authority,United Kingdom,Microbiological Contamination
I-006-747,08/12/23,TSE's,Meat & Meat Products (other than poultry),FSA Field Operations - FVC,United Kingdom,Investigation Ongoing
I-006-748,10/12/23,Foreign Bodies,Prepared Dishes & Snacks,Industry,United Kingdom,Production Fault
I-006-749,11/12/23,Novel Food,Cereals & Bakery Products,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-006-750,11/12/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,United Kingdom,Labelling Packaging Error
I-006-751,11/12/23,Non-Pathogenic Micro-Organisims,Poultry Meat & Poultry Meat Products,FSA Field Operations - FVL,,Microbiological Contamination
I-006-752,12/12/23,Chemical Contamination (other),Bivalve Molluscs & Products Thereof,Local Authority,United Kingdom,Spill/Leak
I-006-753,11/12/23,Food Additives & Flavourings,Confectionery,Local Authority,Taiwan,Use of Unauthorised Ingredient
I-006-754,11/12/23,ALLERGEN: Sesame seeds,Prepared Dishes & Snacks,Other,United Kingdom,Unknown
I-006-755,12/12/23,Heavy Metals,Meat & Meat Products (other than poultry),RASFF,United Kingdom,Metals - Other
I-006-756,12/12/23,Pathogenic Micro-Organisms,N/A,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-757,12/12/23,Pathogenic Micro-Organisms,Milk & Milk Products,Local Authority,United Kingdom,Microbiological Contamination
I-006-758,11/12/23,Heavy Metals,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Unknown
I-006-759,12/12/23,Poor or Insufficient Controls,Honey & Royal Jelly,Local Authority,Romania,Illegal Import/Export
I-006-760,13/12/23,Foreign Bodies,Prepared Dishes & Snacks,Industry,United Kingdom,Production Fault
I-006-761,13/12/23,Pesticide Residues,Nuts / Nut Products / Seeds,RASFF,Nicaragua,Pesticides
I-006-762,13/12/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-763,13/12/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-764,13/12/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,United Kingdom,Investigation Ongoing
I-006-765,13/12/23,Foreign Bodies,Soups / Broths / Sauces & Condiments,Industry,,Human Error
I-006-766,13/12/23,Poor or Insufficient Controls,Bivalve Molluscs & Products Thereof,Local Authority,United Kingdom,Microbiological Contamination
I-006-767,13/12/23,Pathogenic Micro-Organisms,Crustaceans & Products Thereof,Third Country,United Kingdom,Microbiological Contamination
I-006-768,12/12/23,ALLERGEN: Eggs,Egg & Egg Products,Undefined,Poland,Investigation Ongoing
I-006-769,13/12/23,Pesticide Residues,Fruits & Vegetables,Industry,Nigeria,Pesticides
I-006-770,14/12/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-771,14/12/23,Mycotoxins,Nuts / Nut Products / Seeds,RASFF,Australia,Use of Unauthorised Ingredient
I-006-772,14/12/23,Mycotoxins,Nuts / Nut Products / Seeds,Local Authority,Not Easily Identified,Human Error
I-006-773,14/12/23,Pathogenic Micro-Organisms,N/A,Other,United Kingdom,Spill/Leak
I-006-774,14/12/23,ALLERGEN: Mustard,Prepared Dishes & Snacks,Industry,United Kingdom,Labelling Packaging Error
I-006-775,14/12/23,Pathogenic Micro-Organisms,Milk & Milk Products,RASFF,France,Microbiological Contamination
I-006-776,14/12/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),FSA England,Australia,Microbiological Contamination
I-006-777,14/12/23,Chemical Contamination (other),Fruits & Vegetables,RASFF,South Korea,Natural Chemical Contamination
I-006-778,15/12/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,FSA Field Operations - FVC,United Kingdom,Microbiological Contamination
I-006-779,14/12/23,Pathogenic Micro-Organisms,Nuts / Nut Products / Seeds,RASFF,,Microbiological Contamination
I-006-780,14/12/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Third Country,United Kingdom,Unauthorised Premises/Process
I-006-781,14/12/23,Labelling Absent / Incomplete / Incorrect,Milk & Milk Products,FSA England,United Kingdom,Labelling Packaging Error
I-006-782,30/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-783,14/12/23,Biocontaminants,Fish & Fish Products,Environment Agency (EA),United Kingdom,Spill/Leak
I-006-784,15/12/23,Mycotoxins,Nuts / Nut Products / Seeds,RASFF,United States,Natural Chemical Contamination
I-006-785,15/12/23,Pesticide Residues,Herbs & Spices,Local Authority,France,Pesticides
I-006-786,15/12/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,,Use of Unauthorised Ingredient
I-006-787,15/12/23,ALLERGEN: Nuts,Nuts / Nut Products / Seeds,General Public,United Kingdom,Unknown
I-006-788,15/12/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-006-789,15/12/23,ALLERGEN: Mustard,Prepared Dishes & Snacks,Local Authority,United Kingdom,Labelling Packaging Error
I-006-790,15/12/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Third Country,United Kingdom,Use of Unauthorised Ingredient
I-006-791,15/12/23,Chemical Contamination (other),Animal by-Products,Industry,United Kingdom,Migration of Chemicals
I-006-792,16/12/23,Poor or Insufficient Controls,Prepared Dishes & Snacks,Local Authority,United Kingdom,Human Error
I-006-793,17/12/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Other,United Kingdom,Microbiological Contamination
I-006-794,18/12/23,Pesticide Residues,Herbs & Spices,FSA England,Vietnam,Pesticides
I-006-795,18/12/23,Pesticide Residues,Fruits & Vegetables,FSA Policy,Vietnam,Pesticides
I-006-796,18/12/23,Pesticide Residues,Herbs & Spices,FSA England,Thailand,Pesticides
I-006-797,18/12/23,Pesticide Residues,Fruits & Vegetables,FSA England,India,Pesticides
I-006-798,18/12/23,Pesticide Residues,Fruits & Vegetables,FSA England,India,Pesticides
I-006-799,18/12/23,Food Additives & Flavourings,Other Food Product / Mixed,Local Authority,Philippines,Use of Unauthorised Ingredient
I-006-800,18/12/23,Mycotoxins,Fruits & Vegetables,Industry,United Kingdom,Natural Chemical Contamination
I-006-801,18/12/23,Residues of Veterinary Medicinal Products,Crustaceans & Products Thereof,EU Member States,Vietnam,Veterinary Medicine
I-006-802,18/12/23,Food Additives & Flavourings,Poultry Meat & Poultry Meat Products,FSA Survey,United Kingdom,Use of Unauthorised Ingredient
I-006-803,18/12/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),FSA Field Operations - FVC,United Kingdom,Microbiological Contamination
I-006-804,18/12/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,EU Member States,Northern Ireland,Use of Unauthorised Ingredient
I-006-805,18/12/23,Heavy Metals,Fish & Fish Products,Port Health Authority (PHA),United Kingdom,Metals - Geochemical
I-006-806,18/12/23,Foreign Bodies,Food Contact Materials,Industry,United Kingdom,Production Fault
I-006-807,18/12/23,Foreign Bodies,Poultry Meat & Poultry Meat Products,Other,United Kingdom,Production Fault
I-006-808,19/12/23,Pathogenic Micro-Organisms,Milk & Milk Products,Industry,France,Microbiological Contamination
I-006-810,19/12/23,Food Additives & Flavourings,Honey & Royal Jelly,Other,Philippines,Use of Unauthorised Ingredient
I-006-811,19/12/23,Novel Food,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-006-812,21/12/23,Pesticide Residues,Fruits & Vegetables,RASFF,India,Pesticides
I-006-813,19/12/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-814,19/12/23,Chemical Contamination (other),Nuts / Nut Products / Seeds,RASFF,United States,Microbiological Contamination
I-006-815,19/12/23,Foreign Bodies,Feed Materials,RASFF,Germany,Production Fault
I-006-816,19/12/23,Packaging Defective / Incorrect,Non-Alcoholic Beverages,Local Authority,United Kingdom,Production Fault
I-006-817,19/12/23,Non-Pathogenic Micro-Organisims,Milk & Milk Products,Local Authority,Ireland,Microbiological Contamination
I-006-818,19/12/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Local Authority,United Kingdom,Microbiological Contamination
I-006-819,19/12/23,Foreign Bodies,Confectionery,Other,Wales,Production Fault
I-006-820,19/12/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Other,United Arab Emirates,Use of Unauthorised Ingredient
I-006-821,19/12/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),FSA Operations Group,,Illegal Import/Export
I-006-822,20/12/23,Novel Food,N/A,EU Member States,United Kingdom,Use of Unauthorised Ingredient
I-006-823,20/12/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-824,20/12/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-825,20/12/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-826,20/12/23,ALLERGEN: Sulphur dioxide / Sulphites,Cereals & Bakery Products,Local Authority,United Kingdom,Labelling Packaging Error
I-006-827,20/12/23,Food Additives & Flavourings,Confectionery,Food Standards Scotland (FSS),Canada,Use of Unauthorised Ingredient
I-006-828,20/12/23,Pathogenic Micro-Organisms,Milk & Milk Products,RASFF,France,Microbiological Contamination
I-006-829,20/12/23,ALLERGEN: Crustaceans,Food Additives & Flavourings,Local Authority,Thailand,Labelling Packaging Error
I-006-830,20/12/23,Foreign Bodies,Soups / Broths / Sauces & Condiments,Food Standards Scotland (FSS),United Kingdom,Production Fault
I-006-831,21/12/23,Food Additives & Flavourings,Animal by-Products,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-832,18/12/23,Poor or Insufficient Controls,Fish & Fish Products,Port Health Authority (PHA),European Union,Illegal Import/Export
I-006-833,21/12/23,Foreign Bodies,Confectionery,FSA Northern Ireland (FSANI),United Kingdom,Investigation Ongoing
I-006-834,21/12/23,Pathogenic Micro-Organisms,Prepared Dishes & Snacks,Local Authority,United Kingdom,Microbiological Contamination
I-006-835,22/12/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),RASFF,United Kingdom,Veterinary Medicine
I-006-836,21/12/23,Biotoxins (other),Herbs & Spices,RASFF,United Kingdom,Natural Chemical Contamination
I-006-837,21/12/23,Pesticide Residues,Other Food Product / Mixed,Local Authority,United Kingdom,Pesticides
I-006-838,21/12/23,Foreign Bodies,Cereals & Bakery Products,Undefined,,Unauthorised Premises/Process
I-006-839,21/12/23,ALLERGEN: Milk,Cocoa / Cocoa Preparations / Coffee / Tea,Undefined,,Investigation Ongoing
I-006-840,21/12/23,Chemical Contamination (other),Food Contact Materials,Undefined,United Kingdom,Migration of Chemicals
I-006-841,21/12/23,Not Determined / Other,Confectionery,Undefined,,Use of Unauthorised Ingredient
I-006-842,21/12/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom,Veterinary Medicine
I-006-843,21/12/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
